venue,player,indian,role,matches,runs,avg,SR,wickets,econ
"MA Chidambaram Stadium, Chennai",Rashid Khan,No,spinner,4,31,15.5,172,3,10.8
"Maharashtra Cricket Association Stadium, Pune",Rasikh Salam,Yes,fast_bowler,1,NaN,NaN,NaN,0,6
"M.Chinnaswamy Stadium, Bengaluru",Rasikh Salam,Yes,fast_bowler,3,10,10,83,2,9.7
"Brabourne Stadium, Mumbai",Rasikh Salam,Yes,fast_bowler,2,7,7,117,0,10
"Arun Jaitley Stadium, Delhi",Rasikh Salam,Yes,fast_bowler,5,9,9,300,7,10.3
"Eden Gardens, Kolkata",Rasikh Salam,Yes,fast_bowler,3,8,8,80,1,12
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Rasikh Salam,Yes,fast_bowler,3,1,1,20,0,14.6
"Arun Jaitley Stadium, Delhi",Ravi Bishnoi,Yes,spinner,2,2,NaN,100,1,6.5
"Sawai Mansingh Stadium, Jaipur",Ravi Bishnoi,Yes,spinner,3,NaN,NaN,NaN,1,7.6
"MA Chidambaram Stadium, Chennai",Ravi Bishnoi,Yes,spinner,2,NaN,NaN,NaN,3,7.8
"Brabourne Stadium, Mumbai",Ravi Bishnoi,Yes,spinner,3,NaN,NaN,NaN,5,7.8
"Dr DY Patil Sports Academy, Mumbai",Ravi Bishnoi,Yes,spinner,5,0,NaN,0,3,8.4
"Wankhede Stadium, Mumbai",Ravi Bishnoi,Yes,spinner,7,13,13,93,5,8.6
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Ravi Bishnoi,Yes,spinner,24,10,3.333333333,62,19,8.6
"Eden Gardens, Kolkata",Ravi Bishnoi,Yes,spinner,5,2,2,100,4,9.1
"Maharashtra Cricket Association Stadium, Pune",Ravi Bishnoi,Yes,spinner,2,NaN,NaN,NaN,2,10.1
"M.Chinnaswamy Stadium, Bengaluru",Ravi Bishnoi,Yes,spinner,3,3,NaN,150,0,10.3
"Narendra Modi Stadium, Ahmedabad",Ravi Bishnoi,Yes,spinner,2,4,NaN,80,0,10.5
"Punjab Cricket Association IS Bindra Stadium, Mohali",Ravi Bishnoi,Yes,spinner,1,NaN,NaN,NaN,2,10.5
"Rajiv Gandhi International Stadium, Hyderabad",Ravi Bishnoi,Yes,spinner,3,NaN,NaN,NaN,1,12.4
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Ravi Bishnoi,Yes,spinner,2,0,0,0,2,13.2
"Rajiv Gandhi International Stadium, Hyderabad",Ravindra,No,opener,2,12,12,133,0,3
"MA Chidambaram Stadium, Chennai",Ravindra,No,opener,9,238,34,157,0,4
"Barsapara Cricket Stadium, Guwahati",Ravindra,No,opener,1,0,0,0,NaN,NaN
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Ravindra,No,opener,1,2,2,17,NaN,NaN
"Narendra Modi Stadium, Ahmedabad",Ravindra,No,opener,1,1,NaN,50,NaN,NaN
"Wankhede Stadium, Mumbai",Ravindra,No,opener,2,26,13,104,NaN,NaN
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",Ravindra,No,opener,1,36,36,157,NaN,NaN
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Ravindra,No,opener,2,37,18.5,161,NaN,NaN
"M.Chinnaswamy Stadium, Bengaluru",Ravindra,No,opener,1,61,61,165,NaN,NaN
"Sawai Mansingh Stadium, Jaipur",Rayudu,Yes,middle_order,1,0,0,0,NaN,NaN
"Brabourne Stadium, Mumbai",Rayudu,Yes,middle_order,3,42,14,89,NaN,NaN
"Dr DY Patil Sports Academy, Mumbai",Rayudu,Yes,middle_order,3,72,24,106,NaN,NaN
"MA Chidambaram Stadium, Chennai",Rayudu,Yes,middle_order,7,93,15.5,135,NaN,NaN
"Wankhede Stadium, Mumbai",Rayudu,Yes,middle_order,4,123,61.5,143,NaN,NaN
"Maharashtra Cricket Association Stadium, Pune",Rayudu,Yes,middle_order,2,56,28,144,NaN,NaN
"Narendra Modi Stadium, Ahmedabad",Rayudu,Yes,middle_order,2,31,15.5,155,NaN,NaN
"M.Chinnaswamy Stadium, Bengaluru",Rayudu,Yes,middle_order,1,14,14,233,NaN,NaN
"Arun Jaitley Stadium, Delhi",Raza,No,spinner,2,11,NaN,157,0,3
"MA Chidambaram Stadium, Chennai",Raza,No,spinner,2,13,NaN,186,1,10.3
"Punjab Cricket Association IS Bindra Stadium, Mohali",Raza,No,spinner,4,52,26,149,1,10.8
"Narendra Modi Stadium, Ahmedabad",Raza,No,spinner,2,15,15,94,0,11
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Raza,No,spinner,2,57,57,139,1,11.5
"Barsapara Cricket Stadium, Guwahati",Raza,No,spinner,2,1,1,50,0,12
"Rajiv Gandhi International Stadium, Hyderabad",Raza,No,spinner,1,5,5,83,NaN,NaN
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",Raza,No,spinner,1,28,28,127,NaN,NaN
"MA Chidambaram Stadium, Chennai",Richard Gleeson,No,fast_bowler,1,NaN,NaN,NaN,1,8.1
"Himachal Pradesh Cricket Association Stadium, Dharamsala",Richard Gleeson,No,fast_bowler,2,2,NaN,100,0,10.2
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",Richard Gleeson,No,fast_bowler,1,NaN,NaN,NaN,1,11.1
"Narendra Modi Stadium, Ahmedabad",Rickelton,No,wicket_keeper,1,6,6,67,NaN,NaN
"Rajiv Gandhi International Stadium, Hyderabad",Rickelton,No,wicket_keeper,1,11,11,138,NaN,NaN
"Wankhede Stadium, Mumbai",Rickelton,No,wicket_keeper,7,219,36.5,151,NaN,NaN
"Sawai Mansingh Stadium, Jaipur",Rickelton,No,wicket_keeper,2,88,44,152,NaN,NaN
"Arun Jaitley Stadium, Delhi",Rickelton,No,wicket_keeper,1,41,41,164,NaN,NaN
"MA Chidambaram Stadium, Chennai",Rickelton,No,wicket_keeper,1,13,13,186,NaN,NaN
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Rickelton,No,wicket_keeper,1,10,10,200,NaN,NaN
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",Rinku Singh,Yes,finisher,1,2,2,22,NaN,NaN
"Maharashtra Cricket Association Stadium, Pune",Rinku Singh,Yes,finisher,2,11,5.5,69,NaN,NaN
"Punjab Cricket Association IS Bindra Stadium, Mohali",Rinku Singh,Yes,finisher,1,4,4,100,NaN,NaN
"MA Chidambaram Stadium, Chennai",Rinku Singh,Yes,finisher,3,78,39,113,NaN,NaN
"Arun Jaitley Stadium, Delhi",Rinku Singh,Yes,finisher,3,51,17,131,NaN,NaN
"Rajiv Gandhi International Stadium, Hyderabad",Rinku Singh,Yes,finisher,1,46,46,131,NaN,NaN
"Wankhede Stadium, Mumbai",Rinku Singh,Yes,finisher,5,109,27.25,138,NaN,NaN
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Rinku Singh,Yes,finisher,1,16,16,145,NaN,NaN
"M.Chinnaswamy Stadium, Bengaluru",Rinku Singh,Yes,finisher,2,23,NaN,153,NaN,NaN
"Dr DY Patil Sports Academy, Mumbai",Rinku Singh,Yes,finisher,3,98,49,158,NaN,NaN
"Eden Gardens, Kolkata",Rinku Singh,Yes,finisher,19,510,46.36363636,163,NaN,NaN
"Narendra Modi Stadium, Ahmedabad",Rinku Singh,Yes,finisher,1,48,NaN,229,NaN,NaN
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Rinku Singh,Yes,finisher,1,26,26,325,NaN,NaN
"MA Chidambaram Stadium, Chennai",Ripal Patel,Yes,middle_order,1,10,10,62,NaN,NaN
"Rajiv Gandhi International Stadium, Hyderabad",Ripal Patel,Yes,middle_order,1,5,NaN,83,NaN,NaN
"Arun Jaitley Stadium, Delhi",Ripal Patel,Yes,middle_order,1,11,NaN,138,NaN,NaN
"Narendra Modi Stadium, Ahmedabad",Ripal Patel,Yes,middle_order,1,23,23,177,NaN,NaN
"Dr DY Patil Sports Academy, Mumbai",Ripal Patel,Yes,middle_order,1,6,6,200,NaN,NaN
"Dr DY Patil Sports Academy, Mumbai",Rishi Dhawan,Yes,fast_bowler,3,4,4,31,1,7.2
"Eden Gardens, Kolkata",Rishi Dhawan,Yes,fast_bowler,2,19,19,173,0,7.5
"Maharashtra Cricket Association Stadium, Pune",Rishi Dhawan,Yes,fast_bowler,2,21,NaN,95,0,8.5
"Brabourne Stadium, Mumbai",Rishi Dhawan,Yes,fast_bowler,2,7,7,233,2,9
"Wankhede Stadium, Mumbai",Rishi Dhawan,Yes,fast_bowler,3,5,NaN,250,3,9.7
"Punjab Cricket Association IS Bindra Stadium, Mohali",Rishi Dhawan,Yes,fast_bowler,3,1,NaN,100,1,9.8
"Arun Jaitley Stadium, Delhi",Rishi Dhawan,Yes,fast_bowler,1,NaN,NaN,NaN,0,10
"Rajiv Gandhi International Stadium, Hyderabad",Rishi Dhawan,Yes,fast_bowler,1,NaN,NaN,NaN,0,13
"Barsapara Cricket Stadium, Guwahati",Riyan Parag,Yes,middle_order,6,137,27.4,137,0,6.5
"Eden Gardens, Kolkata",Riyan Parag,Yes,middle_order,4,133,66.5,215,1,7
"Sawai Mansingh Stadium, Jaipur",Riyan Parag,Yes,middle_order,16,356,44.5,158,2,8.9
"Arun Jaitley Stadium, Delhi",Riyan Parag,Yes,middle_order,6,38,12.66666667,103,0,9.8
"M.Chinnaswamy Stadium, Bengaluru",Riyan Parag,Yes,middle_order,2,22,22,220,0,10
"Dr DY Patil Sports Academy, Mumbai",Riyan Parag,Yes,middle_order,6,35,8.75,125,1,11.5
"Maharashtra Cricket Association Stadium, Pune",Riyan Parag,Yes,middle_order,3,68,68,170,0,14
"Wankhede Stadium, Mumbai",Riyan Parag,Yes,middle_order,5,81,40.5,145,0,22
"Brabourne Stadium, Mumbai",Riyan Parag,Yes,middle_order,3,34,17,117,NaN,NaN
"MA Chidambaram Stadium, Chennai",Riyan Parag,Yes,middle_order,2,53,53,118,NaN,NaN
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Riyan Parag,Yes,middle_order,1,14,14,127,NaN,NaN
"Narendra Modi Stadium, Ahmedabad",Riyan Parag,Yes,middle_order,4,82,20.5,132,NaN,NaN
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",Riyan Parag,Yes,middle_order,2,66,66,153,NaN,NaN
"Rajiv Gandhi International Stadium, Hyderabad",Riyan Parag,Yes,middle_order,3,88,29.33333333,154,NaN,NaN
"Himachal Pradesh Cricket Association Stadium, Dharamsala",Riyan Parag,Yes,middle_order,1,20,20,167,NaN,NaN
"MA Chidambaram Stadium, Chennai",Robin Minz,Yes,wicket_keeper,1,3,3,33,NaN,NaN
"Narendra Modi Stadium, Ahmedabad",Robin Minz,Yes,wicket_keeper,1,3,3,50,NaN,NaN
"MA Chidambaram Stadium, Chennai",Rohit,Yes,opener,2,0,0,0,NaN,NaN
"Punjab Cricket Association IS Bindra Stadium, Mohali",Rohit,Yes,opener,1,0,0,0,NaN,NaN
"M.Chinnaswamy Stadium, Bengaluru",Rohit,Yes,opener,1,1,1,10,NaN,NaN
"Dr DY Patil Sports Academy, Mumbai",Rohit,Yes,opener,4,14,3.5,78,NaN,NaN
"Eden Gardens, Kolkata",Rohit,Yes,opener,1,19,19,79,NaN,NaN
"Narendra Modi Stadium, Ahmedabad",Rohit,Yes,opener,5,69,13.8,125,NaN,NaN
"Maharashtra Cricket Association Stadium, Pune",Rohit,Yes,opener,3,57,19,130,NaN,NaN
"Sawai Mansingh Stadium, Jaipur",Rohit,Yes,opener,3,83,27.66666667,134,NaN,NaN
"Brabourne Stadium, Mumbai",Rohit,Yes,opener,3,90,30,134,NaN,NaN
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Rohit,Yes,opener,2,41,20.5,137,NaN,NaN
"Arun Jaitley Stadium, Delhi",Rohit,Yes,opener,3,91,30.33333333,140,NaN,NaN
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",Rohit,Yes,opener,1,36,36,144,NaN,NaN
"Wankhede Stadium, Mumbai",Rohit,Yes,opener,25,718,31.2173913,148,NaN,NaN
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",Rohit,Yes,opener,1,81,81,162,NaN,NaN
"Rajiv Gandhi International Stadium, Hyderabad",Rohit,Yes,opener,3,124,41.33333333,163,NaN,NaN
"Eden Gardens, Kolkata",Root,No,opener,1,NaN,NaN,NaN,0,7.5
"Sawai Mansingh Stadium, Jaipur",Root,No,opener,1,10,10,67,NaN,NaN
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",Rossouw,No,opener,2,10,5,100,NaN,NaN
"MA Chidambaram Stadium, Chennai",Rossouw,No,opener,2,78,39,130,NaN,NaN
"Narendra Modi Stadium, Ahmedabad",Rossouw,No,opener,1,8,8,133,NaN,NaN
"Arun Jaitley Stadium, Delhi",Rossouw,No,opener,4,40,13.33333333,138,NaN,NaN
"Barsapara Cricket Stadium, Guwahati",Rossouw,No,opener,2,36,18,144,NaN,NaN
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Rossouw,No,opener,1,30,30,150,NaN,NaN
"Eden Gardens, Kolkata",Rossouw,No,opener,1,26,26,162,NaN,NaN
"Himachal Pradesh Cricket Association Stadium, Dharamsala",Rossouw,No,opener,2,61,30.5,203,NaN,NaN
"Rajiv Gandhi International Stadium, Hyderabad",Rossouw,No,opener,1,49,49,204,NaN,NaN
"MA Chidambaram Stadium, Chennai",Roy,No,opener,1,12,12,80,NaN,NaN
"Rajiv Gandhi International Stadium, Hyderabad",Roy,No,opener,1,20,20,105,NaN,NaN
"Arun Jaitley Stadium, Delhi",Roy,No,opener,1,43,43,110,NaN,NaN
"Eden Gardens, Kolkata",Roy,No,opener,4,154,38.5,179,NaN,NaN
"M.Chinnaswamy Stadium, Bengaluru",Roy,No,opener,1,56,56,193,NaN,NaN
"Narendra Modi Stadium, Ahmedabad",RS Hangargekar,Yes,fast_bowler,1,NaN,NaN,NaN,3,9
"MA Chidambaram Stadium, Chennai",RS Hangargekar,Yes,fast_bowler,1,NaN,NaN,NaN,0,12
"Maharashtra Cricket Association Stadium, Pune",Russell,No,finisher,6,105,52.5,202,5,6.6
"M.Chinnaswamy Stadium, Bengaluru",Russell,No,finisher,3,1,1,50,4,7.4
"MA Chidambaram Stadium, Chennai",Russell,No,finisher,4,12,12,100,3,7.7
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Russell,No,finisher,2,12,12,150,2,8.5
"Narendra Modi Stadium, Ahmedabad",Russell,No,finisher,2,1,1,50,1,10
"Wankhede Stadium, Mumbai",Russell,No,finisher,11,103,51.5,178,6,10.3
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Russell,No,finisher,2,41,41,216,1,10.5
"Brabourne Stadium, Mumbai",Russell,No,finisher,6,73,36.5,155,4,11.5
"Eden Gardens, Kolkata",Russell,No,finisher,36,385,25.66666667,171,17,12.1
"Dr DY Patil Sports Academy, Mumbai",Russell,No,finisher,8,87,21.75,147,6,12.2
"Arun Jaitley Stadium, Delhi",Russell,No,finisher,6,55,55,134,1,13.8
"Rajiv Gandhi International Stadium, Hyderabad",Russell,No,finisher,2,24,24,160,1,15
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",Russell,No,finisher,1,17,17,155,NaN,NaN
"Punjab Cricket Association IS Bindra Stadium, Mohali",Russell,No,finisher,1,35,35,184,NaN,NaN
"Dr DY Patil Sports Academy, Mumbai",Rutherford,No,middle_order,1,28,28,70,NaN,NaN
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Rutherford,No,middle_order,1,22,22,116,NaN,NaN
"Wankhede Stadium, Mumbai",Rutherford,No,middle_order,2,33,16.5,132,NaN,NaN
"Narendra Modi Stadium, Ahmedabad",Rutherford,No,middle_order,6,152,25.33333333,149,NaN,NaN
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",Rutherford,No,middle_order,1,24,24,160,NaN,NaN
"M.Chinnaswamy Stadium, Bengaluru",Rutherford,No,middle_order,1,30,NaN,167,NaN,NaN
"Rajiv Gandhi International Stadium, Hyderabad",Rutherford,No,middle_order,1,35,NaN,219,NaN,NaN
